model	objective	gene	status	value
iUL909.xml	obj	G_OGAPODRAFT_93981	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94006	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94022	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9407	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94071	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94107	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94126	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94211	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_94215	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94362	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_94408	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94435	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94540	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94548	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94637	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94646	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_94659	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94666	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94791	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94801	optimal	0.336832
iUL909.xml	obj	G_OGAPODRAFT_94825	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_94867	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_94910	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95078	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95083	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95098	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95129	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95263	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_95297	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95311	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_95351	optimal	1.094685
iUL909.xml	obj	G_OGAPODRAFT_95363	optimal	1.115969
iUL909.xml	obj	G_OGAPODRAFT_95423	optimal	0.336832
iUL909.xml	obj	G_OGAPODRAFT_95435	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95456	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95533	optimal	1.116476
iUL909.xml	obj	G_OGAPODRAFT_95542	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95557	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95665	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95758	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95776	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_95786	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95826	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95867	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_95905	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_95934	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_96081	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_96086	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96328	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96460	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96493	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96725	optimal	1.101914
iUL909.xml	obj	G_OGAPODRAFT_96740	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96855	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_96880	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97023	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97108	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_97123	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97158	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97171	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97204	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97210	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97329	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97364	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97405	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97555	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97583	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97594	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97622	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_97665	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97752	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_97907	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97991	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_97999	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98060	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98096	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_98306	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98329	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98346	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98358	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98412	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98503	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_9853	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98534	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98553	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98584	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98634	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_98776	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9887	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98881	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98907	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_98944	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99034	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99052	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99179	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99184	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99236	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99244	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99248	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99253	optimal	1.108485
iUL909.xml	obj	G_OGAPODRAFT_99376	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99403	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9954	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99603	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99689	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99703	optimal	1.116409
iUL909.xml	obj	G_OGAPODRAFT_99867	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99881	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99896	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_99963	optimal	1.116836
